user_id,sessions_ttl,clicks_avg,conversionRate_avg,cancellations_ttl,flights_booked_ttl,hotels_booked_ttl,flightBookingRate,hotelBookingRate,nightsPerTrip_avg,nightsPerTrip_max,lead_time_flight_days_avg,lead_time_flight_days_median,lead_time_flight_days_std,business_weekday_rate,flight_discount_proportion_avg,flight_discount_amount_avg,hotel_discount_proportion_avg,hotel_discount_amount_avg,ads_per_km,session_time_sec_avg,session_time_sec_max,climate_segment_mode,winter_escape_rate,distance_category_mode,recency_days_flight,flight_price_avg,unique_destinations_count,airline_diversity_count,winter_travel_rate,summer_travel_rate,hotel_price_avg,tropics_rate,trips_per_active_month,flight_revenue_total,hotel_revenue_total,revenue_total_user,revenue_per_trip_avg,total_discount_savings,clicks_ttl
164522,8,11.125,0.125,0,1.0,1.0,0.125,0.125,13.0,13.0,8.0,8.0,,0.0,1.0,0.05,0.0,,0.009191112855140841,83.375,175.0,klimaneutral,0.0,lokal,514.0,328.32,1.0,1.0,1.0,0.0,233.0,0.0,1.0,328.32,233.0,561.3199999999999,561.3199999999999,16.416,89
167852,8,7.875,0.0,0,,,,,,,,,,,,,,,,58.0,153.0,,,,,,,,,,,,,,,,,,63
171470,8,55.75,0.375,2,,,,,,,,,,,,,,,,1842.5,7200.0,,,,,,,,,,,,,,,,,,446
174997,8,31.5,0.375,1,2.0,2.0,0.25,0.25,2.0,2.0,7.5,7.5,3.5355339059327378,0.5,0.0,,0.0,,0.0,991.75,7200.0,kalt_reise,0.0,lokal,489.0,295.215,2.0,2.0,0.5,0.0,112.0,0.0,1.0,590.43,224.0,814.43,407.215,0.0,252
175032,9,14.11111111111111,0.3333333333333333,0,2.0,3.0,0.2222222222222222,0.3333333333333333,4.333333333333333,8.0,5.5,5.5,2.1213203435596424,0.0,0.0,,0.3333333333333333,0.15,0.0,104.33333333333333,278.0,kalt_reise,0.0,regional,430.0,554.625,2.0,2.0,0.0,0.0,139.0,0.0,1.0,1109.25,417.0,1526.25,763.125,0.0,127
181157,8,19.125,0.375,0,3.0,3.0,0.375,0.375,3.3333333333333335,7.0,5.333333333333333,6.0,1.1547005383792517,0.3333333333333333,0.3333333333333333,0.15,0.3333333333333333,0.15,0.022442575277655134,141.125,315.0,kalt_reise,0.0,regional,469.0,346.47666666666663,2.0,3.0,0.3333333333333333,0.0,162.33333333333334,0.0,1.0,1039.4299999999998,487.0,1526.4299999999998,508.80999999999995,80.4045,153
182191,8,18.5,0.125,1,,,,,,,,,,,,,,,,665.787969,4820.303752,,,,,,,,,,,,,,,,,,148
187212,8,16.0,0.375,0,3.0,3.0,0.375,0.375,2.0,4.0,8.0,8.0,2.0,0.0,0.0,,0.0,,0.0,118.75,215.0,kalt_reise,0.0,lokal,492.0,414.19000000000005,3.0,3.0,0.6666666666666666,0.0,217.33333333333334,0.0,1.5,1242.5700000000002,652.0,1894.5700000000002,631.5233333333334,0.0,128
189676,8,11.625,0.25,0,1.0,2.0,0.125,0.25,9.0,13.0,4.0,4.0,,0.0,0.0,,0.0,,0.0,86.375,206.0,kalt_reise,0.0,regional,434.0,1244.31,1.0,1.0,0.0,0.0,180.5,0.0,1.0,1244.31,361.0,1605.31,1605.31,0.0,93
190866,9,20.666666666666668,0.5555555555555556,0,5.0,5.0,0.5555555555555556,0.5555555555555556,2.0,6.0,7.2,7.0,1.4832396974191326,0.8,0.0,,0.0,,0.0,153.88888888888889,281.0,kalt_reise,0.0,regional,369.0,416.2,4.0,3.0,0.4,0.2,169.2,0.2,1.0,2081.0,846.0,2927.0,585.4,0.0,186
195192,8,28.125,0.125,0,1.0,1.0,0.125,0.125,1.0,1.0,15.0,15.0,,0.0,0.0,,0.0,,0.0,208.375,1026.0,klimaneutral,0.0,lokal,442.0,394.29,1.0,1.0,0.0,0.0,160.0,0.0,1.0,394.29,160.0,554.29,554.29,0.0,225
204943,8,36.5,0.875,1,5.0,5.0,0.625,0.625,3.0,4.0,8.0,8.0,2.23606797749979,0.4,0.2,0.1,0.0,,0.0034205460301144465,1043.5,7200.0,kalt_reise,0.0,regional,405.0,470.116,3.0,5.0,0.2,0.2,153.8,0.2,1.25,2350.58,769.0,3119.58,623.9159999999999,26.758,292
204997,8,54.875,0.625,2,2.0,1.0,0.25,0.125,4.0,4.0,7.0,7.0,1.4142135623730951,0.5,0.0,,0.0,,0.0,1399.1779502499999,7200.0,kalt_reise,0.0,lokal,362.0,244.235,2.0,2.0,0.0,0.5,71.0,0.0,1.0,488.47,71.0,559.47,279.735,0.0,439
205044,9,14.88888888888889,0.3333333333333333,0,3.0,3.0,0.3333333333333333,0.3333333333333333,4.666666666666667,8.0,6.0,5.0,1.7320508075688772,1.0,0.3333333333333333,0.05,0.0,,0.003641826674674283,110.33333333333333,295.0,warm_reise,0.0,regional,432.0,916.1166666666667,2.0,3.0,0.3333333333333333,0.0,249.33333333333334,0.0,1.0,2748.35,748.0,3496.35,1165.45,27.6525,134
206011,8,19.5,0.5,0,4.0,3.0,0.5,0.375,3.0,7.0,5.5,5.5,2.081665999466133,0.5,0.25,0.05,0.0,,0.0037016030492678397,146.125,279.0,klimaneutral,0.0,lokal,433.0,261.64750000000004,4.0,4.0,0.25,0.0,113.33333333333333,0.0,1.0,1046.5900000000001,340.0,1386.5900000000001,346.64750000000004,21.818,156
216796,8,15.625,0.25,1,,,,,,,,,,,,,,,,491.328442,3418.627536,,,,,,,,,,,,,,,,,,125
217114,9,6.555555555555555,0.0,0,,,,,,,,,,,,,,,,49.888888888888886,106.0,,,,,,,,,,,,,,,,,,59
217136,8,13.25,0.25,0,1.0,2.0,0.125,0.25,2.0,3.0,7.0,7.0,,1.0,0.0,,0.0,,0.0,99.375,228.0,kalt_reise,0.0,regional,530.0,539.57,1.0,1.0,1.0,0.0,236.5,0.0,1.0,539.57,473.0,1012.57,1012.57,0.0,106
220725,9,35.111111111111114,0.5555555555555556,1,3.0,2.0,0.3333333333333333,0.2222222222222222,3.5,4.0,5.0,5.0,1.0,0.6666666666666666,0.0,,0.0,,0.0,948.8888888888889,7200.0,klimaneutral,0.0,lokal,399.0,511.14000000000004,3.0,3.0,0.3333333333333333,0.3333333333333333,140.0,0.3333333333333333,1.0,1533.42,280.0,1813.42,604.4733333333334,0.0,316
224996,8,12.75,0.25,0,2.0,1.0,0.25,0.125,1.0,1.0,8.0,8.0,0.0,0.5,0.0,,0.0,,0.0,94.625,257.0,kalt_reise,0.0,lokal,422.0,448.805,2.0,2.0,0.5,0.0,231.0,0.0,1.0,897.61,231.0,1128.6100000000001,564.3050000000001,0.0,102
226367,8,14.25,0.375,0,3.0,3.0,0.375,0.375,1.6666666666666667,2.0,7.0,7.0,1.0,1.0,0.3333333333333333,0.05,0.0,,0.001129147824428528,105.5,184.0,klimaneutral,0.0,lokal,376.0,296.4033333333333,3.0,3.0,0.0,0.3333333333333333,253.0,0.0,1.5,889.2099999999999,759.0,1648.21,549.4033333333333,5.609000000000001,114
228195,9,12.88888888888889,0.0,0,,,,,,,,,,,,,,,,95.77777777777777,206.0,,,,,,,,,,,,,,,,,,116
228872,8,15.75,0.25,0,1.0,2.0,0.125,0.25,6.5,8.0,5.0,5.0,,1.0,0.0,,0.0,,0.0,118.0,295.0,kalt_reise,0.0,global,413.0,509.21,1.0,1.0,0.0,0.0,94.0,0.0,1.0,509.21,188.0,697.21,697.21,0.0,126
229009,8,18.0,0.5,1,2.0,2.0,0.25,0.25,1.5,2.0,8.5,8.5,6.363961030678928,0.0,0.0,,0.0,,0.0,264.78542925,1190.283434,kalt_reise,0.0,lokal,415.0,530.815,2.0,2.0,0.0,0.0,149.5,0.0,1.0,1061.63,299.0,1360.63,680.315,0.0,144
229330,8,16.125,0.5,0,4.0,4.0,0.5,0.5,1.75,4.0,7.25,6.0,3.304037933599835,0.0,0.0,,0.0,,0.0,119.625,238.0,kalt_reise,0.25,regional,352.0,387.0275,3.0,4.0,0.5,0.5,209.25,0.25,1.0,1548.11,837.0,2385.1099999999997,596.2774999999999,0.0,129
232647,8,12.5,0.25,0,1.0,1.0,0.125,0.125,11.0,11.0,7.0,7.0,,0.0,0.0,,0.0,,0.0,93.875,154.0,kalt_reise,0.0,regional,500.0,237.1,1.0,1.0,0.0,0.0,213.0,0.0,1.0,237.1,213.0,450.1,450.1,0.0,100
249521,8,18.875,0.25,0,1.0,2.0,0.125,0.25,1.5,2.0,8.0,8.0,,1.0,0.0,,0.5,0.1,0.0,140.625,539.0,klimaneutral,0.0,lokal,488.0,642.02,1.0,1.0,0.0,0.0,141.5,0.0,1.0,642.02,283.0,925.02,925.02,0.0,151
252835,8,14.625,0.625,0,5.0,4.0,0.625,0.5,2.75,4.0,7.4,7.0,1.1401754250991378,0.6,0.2,0.3,0.0,,0.006522720794958282,108.25,195.0,kalt_reise,0.0,regional,362.0,335.31,3.0,4.0,0.4,0.2,132.75,0.0,1.0,1676.55,531.0,2207.55,441.51000000000005,60.915,117
258451,8,20.875,0.25,1,,,,,,,,,,,,,,,,219.875,904.0,,,,,,,,,,,,,,,,,,167
276512,8,12.25,0.125,0,1.0,1.0,0.125,0.125,1.0,1.0,10.0,10.0,,0.0,0.0,,0.0,,0.0,91.375,197.0,kalt_reise,0.0,regional,528.0,395.69,1.0,1.0,1.0,0.0,100.0,0.0,1.0,395.69,100.0,495.69,495.69,0.0,98
281952,8,19.75,0.25,0,2.0,2.0,0.25,0.25,1.0,1.0,7.0,7.0,4.242640687119285,0.5,0.0,,0.5,0.15,0.0,146.375,237.0,kalt_reise,0.0,lokal,363.0,342.36,2.0,2.0,0.0,0.5,131.5,0.0,1.0,684.72,263.0,947.72,473.86,0.0,158
283325,8,14.25,0.25,0,1.0,2.0,0.125,0.25,3.0,4.0,5.0,5.0,,0.0,1.0,0.1,0.0,,0.01710178160940015,105.625,247.0,kalt_reise,0.0,global,498.0,453.27,1.0,1.0,0.0,0.0,360.5,0.0,1.0,453.27,721.0,1174.27,1174.27,45.327,114
290123,9,21.11111111111111,0.7777777777777778,0,7.0,6.0,0.7777777777777778,0.6666666666666666,2.5,5.0,6.142857142857143,6.0,1.3451854182690985,0.42857142857142855,0.0,,0.0,,0.0,155.88888888888889,325.0,kalt_reise,0.0,regional,362.0,685.1585714285715,7.0,6.0,0.2857142857142857,0.2857142857142857,240.0,0.0,1.1666666666666667,4796.110000000001,1440.0,6236.110000000001,890.8728571428572,0.0,190
297546,8,25.875,0.625,0,4.0,5.0,0.5,0.625,5.2,13.0,5.0,5.5,1.4142135623730951,0.25,0.0,,0.2,0.05,0.0,192.875,298.0,klimaneutral,0.0,lokal,367.0,415.18,4.0,2.0,0.25,0.25,106.0,0.0,1.3333333333333333,1660.72,530.0,2190.7200000000003,547.6800000000001,0.0,207
298253,8,12.25,0.125,0,1.0,0.0,0.125,0.0,,,6.0,6.0,,1.0,0.0,,,,0.0,91.75,186.0,kalt_reise,0.0,regional,468.0,712.42,1.0,1.0,0.0,0.0,,0.0,1.0,712.42,0.0,712.42,712.42,0.0,98
299476,9,20.77777777777778,0.1111111111111111,0,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,7.0,7.0,,0.0,0.0,,0.0,,0.0,154.11111111111111,328.0,tropen_reise,1.0,lokal,539.0,192.38,1.0,1.0,1.0,0.0,71.0,1.0,1.0,192.38,71.0,263.38,263.38,0.0,187
306165,8,11.125,0.0,0,,,,,,,,,,,,,,,,82.5,164.0,,,,,,,,,,,,,,,,,,89
306819,8,41.125,0.375,1,1.0,1.0,0.125,0.125,1.0,1.0,4.0,4.0,,1.0,0.0,,0.0,,0.0,1061.875,7200.0,klimaneutral,0.0,lokal,461.0,50.16,1.0,1.0,0.0,0.0,370.0,0.0,1.0,50.16,370.0,420.15999999999997,420.15999999999997,0.0,329
312488,8,9.5,0.125,0,1.0,1.0,0.125,0.125,1.0,1.0,6.0,6.0,,0.0,0.0,,0.0,,0.0,71.0,146.0,kalt_reise,0.0,regional,366.0,407.1,1.0,1.0,0.0,1.0,299.0,0.0,1.0,407.1,299.0,706.1,706.1,0.0,76
313724,8,43.875,0.75,1,3.0,4.0,0.375,0.5,3.75,9.0,5.666666666666667,5.0,1.1547005383792515,0.6666666666666666,0.0,,0.0,,0.0,1110.375,7200.0,kalt_reise,0.3333333333333333,regional,459.0,385.6133333333333,3.0,3.0,0.6666666666666666,0.0,180.75,0.3333333333333333,1.0,1156.84,723.0,1879.84,626.6133333333333,0.0,351
316527,8,17.375,0.5,0,4.0,4.0,0.5,0.5,3.0,6.0,7.25,6.0,2.5,0.25,0.0,,0.25,0.05,0.0,130.0,235.0,warm_reise,0.0,regional,446.0,434.9725,4.0,4.0,0.5,0.0,322.75,0.25,1.0,1739.89,1291.0,3030.8900000000003,757.7225000000001,0.0,139
317688,8,16.625,0.5,0,4.0,4.0,0.5,0.5,1.5,2.0,8.0,8.0,0.8164965809277263,0.75,0.0,,0.25,0.05,0.0,124.0,223.0,kalt_reise,0.0,regional,362.0,309.685,4.0,3.0,0.25,0.5,168.25,0.0,1.0,1238.74,673.0,1911.74,477.935,0.0,133
322867,8,10.25,0.125,0,1.0,1.0,0.125,0.125,7.0,7.0,6.0,6.0,,1.0,0.0,,0.0,,0.0,77.0,260.0,tropen_reise,1.0,lokal,537.0,173.04,1.0,1.0,1.0,0.0,189.0,1.0,1.0,173.04,189.0,362.03999999999996,362.03999999999996,0.0,82
324191,8,10.75,0.25,0,2.0,2.0,0.25,0.25,4.5,8.0,9.5,9.5,0.7071067811865476,1.0,0.0,,0.0,,0.0,80.125,166.0,klimaneutral,0.0,lokal,475.0,49.87,1.0,2.0,0.5,0.0,273.5,0.0,1.0,99.74,547.0,646.74,323.37,0.0,86
328590,8,47.875,0.5,1,2.0,2.0,0.25,0.25,4.5,5.0,8.0,8.0,1.4142135623730951,0.0,0.0,,0.5,0.15,0.0,1085.5,7200.0,kalt_reise,0.0,regional,416.0,1101.975,2.0,2.0,0.5,0.0,155.0,0.0,1.0,2203.95,310.0,2513.95,1256.975,0.0,383
330764,8,46.875,0.5,1,0.0,2.0,0.0,0.25,4.5,5.0,,,,,,,0.0,,,1061.125,7200.0,,,,,,,,,,129.5,,,0.0,259.0,259.0,,,375
330893,8,16.625,0.375,0,3.0,3.0,0.375,0.375,2.0,4.0,5.333333333333333,6.0,1.1547005383792515,0.6666666666666666,0.0,,0.0,,0.0,124.0,282.0,kalt_reise,0.0,regional,377.0,287.2033333333333,3.0,3.0,0.3333333333333333,0.3333333333333333,138.0,0.3333333333333333,1.0,861.61,414.0,1275.6100000000001,425.2033333333334,0.0,133
331039,8,24.75,0.25,1,,,,,,,,,,,,,,,,610.045213,3877.361704,,,,,,,,,,,,,,,,,,198
334787,8,14.875,0.375,0,3.0,3.0,0.375,0.375,2.0,4.0,5.0,5.0,1.0,0.0,0.3333333333333333,0.05,0.0,,0.002084529273013576,110.875,231.0,klimaneutral,0.0,lokal,472.0,252.72333333333333,3.0,3.0,0.3333333333333333,0.0,169.0,0.0,1.5,758.17,507.0,1265.17,421.72333333333336,8.7225,119
337227,8,10.375,0.0,0,,,,,,,,,,,,,,,,77.0,162.0,,,,,,,,,,,,,,,,,,83
338086,8,17.125,0.25,0,2.0,2.0,0.25,0.25,1.5,2.0,7.0,7.0,4.242640687119285,0.5,0.0,,0.5,0.2,0.0,128.5,417.0,kalt_reise,0.0,regional,430.0,490.845,2.0,2.0,0.5,0.0,63.0,0.0,1.0,981.69,126.0,1107.69,553.845,0.0,137
340166,8,11.0,0.125,0,0.0,1.0,0.0,0.125,2.0,2.0,,,,,,,0.0,,,81.625,216.0,,,,,,,,,,237.0,,,0.0,237.0,237.0,,,88
343928,8,15.25,0.25,0,2.0,1.0,0.25,0.125,3.0,3.0,170.5,170.5,234.05234457274722,1.0,0.5,0.2,0.0,,0.06277913363945735,112.75,202.0,kalt_reise,0.0,global,26.0,2775.31,2.0,2.0,0.5,0.5,116.0,0.5,1.0,5550.62,116.0,5666.62,2833.31,1021.88,122
347778,9,18.0,0.5555555555555556,0,5.0,4.0,0.5555555555555556,0.4444444444444444,2.25,3.0,5.6,6.0,2.073644135332772,0.0,0.0,,0.0,,0.0,133.33333333333334,377.0,klimaneutral,0.0,lokal,385.0,846.7379999999999,4.0,4.0,0.2,0.4,226.75,0.2,1.25,4233.69,907.0,5140.69,1028.138,0.0,162
348817,8,15.625,0.5,0,3.0,4.0,0.375,0.5,2.25,3.0,5.333333333333333,6.0,1.1547005383792517,0.6666666666666666,0.0,,0.0,,0.0,116.0,232.0,warm_reise,0.0,regional,417.0,458.20666666666665,3.0,3.0,0.6666666666666666,0.0,259.0,0.0,1.0,1374.62,1036.0,2410.62,803.54,0.0,125
349132,8,14.375,0.25,0,1.0,2.0,0.125,0.25,5.5,7.0,5.0,5.0,,1.0,0.0,,0.5,0.1,0.0,107.75,243.0,kalt_reise,0.0,regional,475.0,226.36,1.0,1.0,0.0,0.0,235.0,0.0,1.0,226.36,470.0,696.36,696.36,0.0,115
350648,8,36.875,0.25,1,,,,,,,,,,,,,,,,807.18696225,4856.495698,,,,,,,,,,,,,,,,,,295
353271,8,10.5,0.125,0,1.0,1.0,0.125,0.125,1.0,1.0,5.0,5.0,,1.0,0.0,,0.0,,0.0,78.875,169.0,klimaneutral,0.0,lokal,482.0,408.4,1.0,1.0,0.0,0.0,136.0,0.0,1.0,408.4,136.0,544.4,544.4,0.0,84
353694,8,12.5,0.25,0,2.0,2.0,0.25,0.25,4.5,5.0,7.5,7.5,3.5355339059327378,1.0,0.0,,0.0,,0.0,92.5,214.0,kalt_reise,0.0,lokal,370.0,230.685,2.0,2.0,0.5,0.5,124.0,0.0,1.0,461.37,248.0,709.37,354.685,0.0,100
354050,8,21.5,0.625,0,5.0,5.0,0.625,0.625,2.4,4.0,7.6,8.0,2.073644135332772,0.6,0.2,0.05,0.2,0.05,0.0027071404577070526,159.125,422.0,kalt_reise,0.2,regional,368.0,391.576,5.0,5.0,0.2,0.2,210.4,0.4,1.0,1957.88,1052.0,3009.88,601.976,29.104000000000003,172
354260,8,14.5,0.25,0,2.0,1.0,0.25,0.125,2.0,2.0,10.5,10.5,3.5355339059327378,0.5,0.0,,0.0,,0.0,107.875,283.0,kalt_reise,0.5,regional,508.0,582.505,2.0,2.0,1.0,0.0,260.0,0.5,1.0,1165.01,260.0,1425.01,712.505,0.0,116
354311,8,12.25,0.25,0,2.0,1.0,0.25,0.125,3.0,3.0,7.0,7.0,1.4142135623730951,0.0,0.0,,0.0,,0.0,92.0,221.0,kalt_reise,0.0,regional,485.0,536.4449999999999,2.0,1.0,0.5,0.0,97.0,0.0,1.0,1072.8899999999999,97.0,1169.8899999999999,584.9449999999999,0.0,98
354950,8,12.5,0.125,0,1.0,1.0,0.125,0.125,6.0,6.0,4.0,4.0,,1.0,0.0,,0.0,,0.0,94.125,232.0,kalt_reise,0.0,regional,529.0,460.54,1.0,1.0,1.0,0.0,127.0,0.0,1.0,460.54,127.0,587.54,587.54,0.0,100
356046,8,12.625,0.25,0,2.0,2.0,0.25,0.25,2.0,3.0,8.0,8.0,1.4142135623730951,0.0,0.0,,0.0,,0.0,94.0,173.0,klimaneutral,0.0,lokal,493.0,391.905,2.0,2.0,0.5,0.0,97.5,0.0,1.0,783.81,195.0,978.81,489.405,0.0,101
357737,8,52.375,0.75,1,3.0,4.0,0.375,0.5,3.0,7.0,6.333333333333333,6.0,0.5773502691896257,0.3333333333333333,0.0,,0.5,0.07500000000000001,0.0,1101.125,7200.0,kalt_reise,0.0,regional,449.0,653.2333333333333,2.0,3.0,0.3333333333333333,0.0,131.75,0.0,1.0,1959.7,527.0,2486.7,828.9,0.0,419
359072,8,39.75,0.5,1,2.0,2.0,0.25,0.25,1.5,2.0,8.0,8.0,1.4142135623730951,0.0,0.0,,0.0,,0.0,983.723602125,6280.788817,kalt_reise,0.0,lokal,435.0,66.575,2.0,2.0,0.0,0.0,165.0,0.0,1.0,133.15,330.0,463.15,231.575,0.0,318
359080,8,15.75,0.5,0,4.0,2.0,0.5,0.25,2.0,3.0,76.25,9.5,135.85868884003457,0.0,0.0,,0.0,,0.0,119.0,266.0,kalt_reise,0.0,regional,98.0,1288.3899999999999,4.0,4.0,0.5,0.0,338.5,0.25,1.0,5153.5599999999995,677.0,5830.5599999999995,1457.6399999999999,0.0,126
359653,8,15.875,0.25,0,2.0,2.0,0.25,0.25,1.5,2.0,6.5,6.5,2.1213203435596424,1.0,0.0,,0.5,0.1,0.0,118.0,212.0,warm_reise,0.0,global,517.0,392.165,2.0,2.0,1.0,0.0,215.0,0.0,1.0,784.33,430.0,1214.33,607.165,0.0,127
361459,8,7.375,0.125,0,1.0,1.0,0.125,0.125,1.0,1.0,6.0,6.0,,0.0,0.0,,0.0,,0.0,56.0,192.0,kalt_reise,0.0,regional,540.0,393.91,1.0,1.0,1.0,0.0,165.0,0.0,1.0,393.91,165.0,558.9100000000001,558.9100000000001,0.0,59
361759,9,15.444444444444445,0.4444444444444444,0,4.0,3.0,0.4444444444444444,0.3333333333333333,1.3333333333333333,2.0,7.75,8.0,1.5000000000000002,0.25,0.0,,0.3333333333333333,0.05,0.0,113.88888888888889,356.0,warm_reise,0.0,regional,443.0,415.1475,4.0,3.0,0.5,0.0,79.66666666666667,0.0,1.0,1660.59,239.0,1899.59,474.8975,0.0,139
363535,8,31.0,0.5,1,2.0,2.0,0.25,0.25,3.0,5.0,8.5,8.5,4.949747468305833,0.5,0.5,0.1,0.0,,0.011573572029652531,851.59355875,5674.74847,kalt_reise,0.0,lokal,389.0,368.355,2.0,2.0,0.5,0.5,97.0,0.0,1.0,736.71,194.0,930.71,465.355,48.484,248
371201,8,13.125,0.125,0,1.0,0.0,0.125,0.0,,,8.0,8.0,,0.0,0.0,,,,0.0,97.125,241.0,klimaneutral,0.0,lokal,444.0,199.47,1.0,1.0,0.0,0.0,,0.0,1.0,199.47,0.0,199.47,199.47,0.0,105
372970,8,12.5,0.25,0,2.0,2.0,0.25,0.25,1.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0,,0.0,94.625,263.0,kalt_reise,0.0,regional,413.0,646.6500000000001,2.0,2.0,0.0,0.0,204.0,0.0,1.0,1293.3000000000002,408.0,1701.3000000000002,850.6500000000001,0.0,100
373489,9,13.11111111111111,0.1111111111111111,0,1.0,1.0,0.1111111111111111,0.1111111111111111,12.0,12.0,223.0,223.0,,0.0,1.0,0.25,0.0,,0.18106552806881523,96.44444444444444,250.0,klimaneutral,0.0,lokal,157.0,7451.31,1.0,1.0,1.0,0.0,51.0,0.0,1.0,7451.31,51.0,7502.31,7502.31,1862.8275,118
374331,8,42.25,0.375,1,0.0,1.0,0.0,0.125,12.0,12.0,,,,,,,0.0,,,1031.25,7200.0,,,,,,,,,,280.0,,,0.0,280.0,280.0,,,338
374340,9,8.666666666666666,0.1111111111111111,0,1.0,0.0,0.1111111111111111,0.0,,,336.0,336.0,,1.0,0.0,,,,0.0,64.44444444444444,122.0,klimaneutral,0.0,lokal,47.0,3966.19,1.0,1.0,0.0,0.0,,0.0,1.0,3966.19,0.0,3966.19,3966.19,0.0,78
374341,8,13.125,0.375,0,0.0,3.0,0.0,0.375,7.333333333333333,9.0,,,,,,,0.0,,,98.125,174.0,,,,,,,,,,152.33333333333334,,,0.0,457.0,457.0,,,105
375160,8,5.125,0.0,0,,,,,,,,,,,,,,,,38.0,57.0,,,,,,,,,,,,,,,,,,41
375729,8,17.75,0.375,0,3.0,3.0,0.375,0.375,2.0,3.0,6.0,6.0,1.0,1.0,0.6666666666666666,0.15000000000000002,0.0,,0.024415395536568563,131.125,302.0,kalt_reise,0.0,regional,362.0,344.05333333333334,3.0,3.0,0.0,0.3333333333333333,271.3333333333333,0.0,1.0,1032.16,814.0,1846.16,615.3866666666667,135.87800000000001,142
